gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021091201,1234,28963.0,1,2021-09-12T17:59:21.900,7.0,PIT,left,108.18,23.47,0.0,0.0,0.0,251.39,160.19,None
2021091201,1234,28963.0,2,2021-09-12T17:59:22.000,7.0,PIT,left,108.18,23.47,0.0,0.0,0.01,251.39,165.46,None
2021091201,1234,28963.0,3,2021-09-12T17:59:22.100,7.0,PIT,left,108.18,23.47,0.0,0.0,0.0,251.39,164.03,None
2021091201,1234,28963.0,4,2021-09-12T17:59:22.200,7.0,PIT,left,108.18,23.47,0.0,0.0,0.0,251.39,166.86,None
2021091201,1234,28963.0,5,2021-09-12T17:59:22.300,7.0,PIT,left,108.18,23.47,0.0,0.0,0.0,251.39,166.92,None
2021091201,1234,28963.0,6,2021-09-12T17:59:22.400,7.0,PIT,left,108.18,23.47,0.0,0.0,0.0,251.39,167.21,autoevent_ballsnap
2021091201,1234,28963.0,7,2021-09-12T17:59:22.500,7.0,PIT,left,108.18,23.46,0.01,0.26,0.0,251.39,156.36,ball_snap
2021091201,1234,28963.0,8,2021-09-12T17:59:22.600,7.0,PIT,left,108.18,23.46,0.06,0.6,0.0,251.39,97.27,None
2021091201,1234,28963.0,9,2021-09-12T17:59:22.700,7.0,PIT,left,108.2,23.47,0.18,0.93,0.02,252.23,73.13,None
2021091201,1234,28963.0,10,2021-09-12T17:59:22.800,7.0,PIT,left,108.23,23.49,0.42,1.58,0.04,252.23,61.92,None
2021091201,1234,28963.0,11,2021-09-12T17:59:22.900,7.0,PIT,left,108.28,23.52,0.63,1.77,0.06,250.87,58.02,None
2021091201,1234,28963.0,12,2021-09-12T17:59:23.000,7.0,PIT,left,108.39,23.62,1.17,2.87,0.14,251.62,50.16,None
2021091201,1234,28963.0,13,2021-09-12T17:59:23.100,7.0,PIT,left,108.49,23.72,1.51,2.81,0.14,252.25,47.39,None
2021091201,1234,28963.0,14,2021-09-12T17:59:23.200,7.0,PIT,left,108.62,23.84,1.82,2.6,0.17,254.16,46.32,None
2021091201,1234,28963.0,15,2021-09-12T17:59:23.300,7.0,PIT,left,108.76,24.01,2.21,2.67,0.22,262.7,41.99,None
2021091201,1234,28963.0,16,2021-09-12T17:59:23.400,7.0,PIT,left,108.91,24.19,2.46,2.35,0.23,278.98,39.64,None
2021091201,1234,28963.0,17,2021-09-12T17:59:23.500,7.0,PIT,left,109.06,24.4,2.73,2.48,0.26,313.22,35.07,None
2021091201,1234,28963.0,18,2021-09-12T17:59:23.600,7.0,PIT,left,109.21,24.65,3.02,2.34,0.29,335.5,31.46,None
2021091201,1234,28963.0,19,2021-09-12T17:59:23.700,7.0,PIT,left,109.37,24.95,3.4,2.64,0.34,356.02,27.65,None
2021091201,1234,28963.0,20,2021-09-12T17:59:23.800,7.0,PIT,left,109.53,25.27,3.64,2.58,0.35,359.27,24.49,None
2021091201,1234,28963.0,21,2021-09-12T17:59:23.900,7.0,PIT,left,109.67,25.61,3.84,2.32,0.37,1.09,21.83,None
2021091201,1234,28963.0,22,2021-09-12T17:59:24.000,7.0,PIT,left,109.81,25.98,4.05,2.01,0.4,1.09,19.42,None
2021091201,1234,28963.0,23,2021-09-12T17:59:24.100,7.0,PIT,left,109.94,26.39,4.31,1.88,0.42,4.53,17.42,None
2021091201,1234,28963.0,24,2021-09-12T17:59:24.200,7.0,PIT,left,110.07,26.82,4.54,1.64,0.45,6.2,16.07,None
2021091201,1234,28963.0,25,2021-09-12T17:59:24.300,7.0,PIT,left,110.18,27.27,4.67,1.56,0.46,3.1,12.93,None
2021091201,1234,28963.0,26,2021-09-12T17:59:24.400,7.0,PIT,left,110.28,27.73,4.74,1.3,0.47,359.38,10.94,None
2021091201,1234,28963.0,27,2021-09-12T17:59:24.500,7.0,PIT,left,110.34,28.21,4.83,1.49,0.48,359.38,7.61,None
2021091201,1234,28963.0,28,2021-09-12T17:59:24.600,7.0,PIT,left,110.39,28.69,4.87,1.62,0.49,356.9,4.65,None
2021091201,1234,28963.0,29,2021-09-12T17:59:24.700,7.0,PIT,left,110.41,29.18,4.9,1.55,0.49,354.81,2.54,None
2021091201,1234,28963.0,30,2021-09-12T17:59:24.800,7.0,PIT,left,110.42,29.69,4.98,1.54,0.5,347.95,0.08,None
2021091201,1234,28963.0,31,2021-09-12T17:59:24.900,7.0,PIT,left,110.4,30.19,4.99,1.53,0.5,347.95,357.8,None
2021091201,1234,28963.0,32,2021-09-12T17:59:25.000,7.0,PIT,left,110.38,30.69,5.0,1.36,0.51,346.07,356.28,None
2021091201,1234,28963.0,33,2021-09-12T17:59:25.100,7.0,PIT,left,110.34,31.19,4.97,1.31,0.5,341.99,354.7,None
2021091201,1234,28963.0,34,2021-09-12T17:59:25.200,7.0,PIT,left,110.29,31.69,4.94,1.15,0.5,335.31,353.85,None
2021091201,1234,28963.0,35,2021-09-12T17:59:25.300,7.0,PIT,left,110.24,32.19,4.96,0.89,0.5,322.86,353.41,None
2021091201,1234,28963.0,36,2021-09-12T17:59:25.400,7.0,PIT,left,110.18,32.68,4.89,0.98,0.49,317.66,352.68,None
2021091201,1234,28963.0,37,2021-09-12T17:59:25.500,7.0,PIT,left,110.11,33.17,4.82,1.09,0.49,310.12,351.75,None
2021091201,1234,28963.0,38,2021-09-12T17:59:25.600,7.0,PIT,left,110.04,33.64,4.74,1.21,0.48,302.23,350.77,None
2021091201,1234,28963.0,39,2021-09-12T17:59:25.700,7.0,PIT,left,109.96,34.1,4.54,1.57,0.46,297.98,350.38,pass_forward
2021091201,1234,28963.0,40,2021-09-12T17:59:25.800,7.0,PIT,left,109.89,34.54,4.39,1.69,0.45,288.98,350.54,None
2021091201,1234,28963.0,41,2021-09-12T17:59:25.900,7.0,PIT,left,109.83,34.95,4.11,2.09,0.42,277.26,351.26,None
2021091201,1234,28963.0,42,2021-09-12T17:59:26.000,7.0,PIT,left,109.78,35.35,3.84,2.36,0.4,269.61,352.77,None
2021091201,1234,28963.0,43,2021-09-12T17:59:26.100,7.0,PIT,left,109.74,35.71,3.52,2.67,0.36,264.52,354.69,None
2021091201,1234,28963.0,44,2021-09-12T17:59:26.200,7.0,PIT,left,109.71,36.04,3.24,2.75,0.34,259.53,356.18,None
2021091201,1234,37841.0,1,2021-09-12T17:59:21.900,97.0,BUF,left,102.36,21.15,0.0,0.0,0.0,93.48,159.28,None
2021091201,1234,37841.0,2,2021-09-12T17:59:22.000,97.0,BUF,left,102.36,21.15,0.0,0.0,0.0,93.48,137.53,None
2021091201,1234,37841.0,3,2021-09-12T17:59:22.100,97.0,BUF,left,102.36,21.15,0.0,0.0,0.0,93.48,144.2,None
2021091201,1234,37841.0,4,2021-09-12T17:59:22.200,97.0,BUF,left,102.36,21.15,0.0,0.0,0.0,94.29,103.96,None
2021091201,1234,37841.0,5,2021-09-12T17:59:22.300,97.0,BUF,left,102.36,21.15,0.0,0.0,0.0,94.29,134.58,None
2021091201,1234,37841.0,6,2021-09-12T17:59:22.400,97.0,BUF,left,102.36,21.15,0.01,0.12,0.0,94.29,141.53,autoevent_ballsnap
2021091201,1234,37841.0,7,2021-09-12T17:59:22.500,97.0,BUF,left,102.36,21.14,0.03,0.29,0.0,94.29,122.39,ball_snap
2021091201,1234,37841.0,8,2021-09-12T17:59:22.600,97.0,BUF,left,102.38,21.16,0.13,0.7,0.02,93.29,52.18,None
2021091201,1234,37841.0,9,2021-09-12T17:59:22.700,97.0,BUF,left,102.39,21.18,0.29,1.07,0.03,93.29,38.33,None
2021091201,1234,37841.0,10,2021-09-12T17:59:22.800,97.0,BUF,left,102.43,21.24,0.58,1.49,0.07,92.54,33.49,None
2021091201,1234,37841.0,11,2021-09-12T17:59:22.900,97.0,BUF,left,102.46,21.31,0.79,1.49,0.08,92.54,28.83,None
2021091201,1234,37841.0,12,2021-09-12T17:59:23.000,97.0,BUF,left,102.5,21.41,1.0,1.4,0.1,91.89,24.56,None
2021091201,1234,37841.0,13,2021-09-12T17:59:23.100,97.0,BUF,left,102.54,21.54,1.25,1.46,0.14,91.02,21.36,None
2021091201,1234,37841.0,14,2021-09-12T17:59:23.200,97.0,BUF,left,102.59,21.71,1.58,1.73,0.18,88.09,17.52,None
2021091201,1234,37841.0,15,2021-09-12T17:59:23.300,97.0,BUF,left,102.63,21.89,1.83,1.44,0.19,82.86,13.21,None
2021091201,1234,37841.0,16,2021-09-12T17:59:23.400,97.0,BUF,left,102.63,22.13,2.13,1.54,0.23,78.07,6.09,None
2021091201,1234,37841.0,17,2021-09-12T17:59:23.500,97.0,BUF,left,102.64,22.37,2.38,1.54,0.25,74.02,2.06,None
2021091201,1234,37841.0,18,2021-09-12T17:59:23.600,97.0,BUF,left,102.63,22.63,2.56,1.43,0.26,69.05,358.56,None
2021091201,1234,37841.0,19,2021-09-12T17:59:23.700,97.0,BUF,left,102.6,22.91,2.74,1.2,0.28,63.65,354.74,None
2021091201,1234,37841.0,20,2021-09-12T17:59:23.800,97.0,BUF,left,102.55,23.23,3.01,1.06,0.33,60.25,351.46,None
2021091201,1234,37841.0,21,2021-09-12T17:59:23.900,97.0,BUF,left,102.5,23.57,3.22,0.74,0.34,50.57,350.5,None
2021091201,1234,37841.0,22,2021-09-12T17:59:24.000,97.0,BUF,left,102.46,23.91,3.31,0.48,0.35,42.33,350.62,None
2021091201,1234,37841.0,23,2021-09-12T17:59:24.100,97.0,BUF,left,102.44,24.32,3.58,0.33,0.41,35.79,353.15,None
2021091201,1234,37841.0,24,2021-09-12T17:59:24.200,97.0,BUF,left,102.42,24.72,3.68,0.6,0.4,29.3,355.35,None
2021091201,1234,37841.0,25,2021-09-12T17:59:24.300,97.0,BUF,left,102.45,25.19,4.02,1.02,0.47,19.07,359.69,None
2021091201,1234,37841.0,26,2021-09-12T17:59:24.400,97.0,BUF,left,102.5,25.66,4.27,1.16,0.48,18.39,2.95,None
2021091201,1234,37841.0,27,2021-09-12T17:59:24.500,97.0,BUF,left,102.58,26.15,4.5,1.43,0.49,30.71,6.99,None
